county1,county2,county3,city,precinct,election_date,issue,result,for_vote,against_vote,status_before,status_current,status_before_detail,status_current_detail,fiscal_year,jurid,issue.clean,prohibitory,beer.wine,mixed.beverges,all.alocohol,off.premise,on.premise,cert
Collin,NA,NA,Fairview,NA,15-May-04,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,724,356,dry,wet,NA,wet for the sale of mixed beverages in restaurants by holders of food and beverages certificates only.,2004,Collin___Fairview_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Tarrant,NA,NA,Haltom City,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,passed,2081,666,dry,wet,NA,"wet for the sale of beer and wine for off-premises consumption only. An election was held for the City of Haltom City, Tarrant County, on May 15, 2004, on the issue of â€œthe legal sale of mixed beverages in restaurants by food and beverage certificate holders only.â€ The issue passed by a vote of 2170 FOR and 574 AGAINST. The City of Haltom City, Tarrant County, was dry before the election and is now wet for the sale of mixed beverages in restaurants by food and beverage certificate holders only.",2004,Tarrant___Haltom City_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Tarrant,NA,NA,Haltom City,NA,15-May-04,the legal sale of mixed beverages in restaurants by food and beverage certificate holders only,passed,2170,574,dry,wet,NA,wet for the sale of mixed beverages in restaurants by food and beverage certificate holders,2004,Tarrant___Haltom City_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Jack,NA,NA,Jacksboro,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,failed,352,417,dry,dry,NA,NA,2004,Jack___Jacksboro_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Bell,NA,NA,Killeen,NA,15-May-04,legal sale of beer and wine.,passed,2962,1118,wet,wet,beer for off- premises consumption only,wet for the sale of beer and wine.,2004,Bell___Killeen_,legal sale of beer and wine,0,1,0,0,0,1,0
Bell,NA,NA,Killeen,NA,15-May-04,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,2670,1306,wet,wet,beer for off-premises consumption only,also wet for the sale of mixed beverages in restaurants by holders of food and beverages certificates only.,2004,Bell___Killeen_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Dallas,NA,NA,Lancaster,NA,15-May-04,legal sale of mixed beverages in restaurants by holders of food and beverage certificates only.,passed,2611,1957,dry,wet,NA,wet for the sale of mixed beverages in restaurants by holders of food and beverage certificates only.,2004,Dallas___Lancaster_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Dallas,NA,NA,Lancaster,NA,15-May-04,legal sale of all alcoholic beverages for off-premises consumption only.,failed,1738,2803,dry,dry,NA,NA,2004,Dallas___Lancaster_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Caldwell,NA,NA,Lockhart,NA,15-May-04,legal sale of all alcoholic beverages including mixed beverages.,passed,1356,439,wet,wet,beer,wet for the sale of all alcoholic beverages including mixed beverages.,2004,Caldwell___Lockhart_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Kaufman,Henderson,NA,Mabank,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,passed,219,87,dry,wet,NA,wet for the sale of beer and wine for off-premises consumption only.,2004,Kaufman_Henderson__Mabank_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Kaufman,Henderson,NA,Mabank,NA,15-May-04,legal sale of mixed beverages in restaurants by holders of food and beverage certificates only.,passed,217,85,dry,wet,NA,wet for the sale of mixed beverages in restaurants by holders of food and beverages certificates only,2004,Kaufman_Henderson__Mabank_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Collin,NA,NA,McKinney,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,passed,7008,2128,dry,wet,NA,wet for the sale of beer and wine for off- premises consumption only.,2004,Collin___McKinney_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Collin,NA,NA,McKinney,NA,15-May-04,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,6810,2243,dry,wet,NA,wet for the sale of mixed beverages in restaurants by holders of food and beverages certificates only.,2004,Collin___McKinney_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Milam,NA,NA,Milano,NA,15-May-04,legal sale of beer for off-premises consumption only.,passed,127,33,dry,wet,NA,wet for the sale of beer for off-premises consumption only.,2004,Milam___Milano_,legal sale of beer for off-premises consumption only,0,1,0,0,1,0,0
Hays,Caldwell,NA,Nederwald,NA,15-May-04,legal sale of mixed beverages in restaurants by holders of food and beverage certificates only.,passed,26,0,wet,wet,wet in parts for the sale of all alcoholic beverages for off-premises consumption and/or for the sale of beer,wet throughout for the sale of mixed beverages in restaurants by holders of food and beverages certificates only.,2004,Hays_Caldwell__Nederwald_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Tarrant,NA,NA,North Richland Hills,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,passed,3286,1147,wet,wet,wet for mixed beverages and beer off-premises,wet for for the sale of beer and wine for off-premises consumption,2004,Tarrant___North Richland Hills_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Tarrant,NA,NA,Pantego,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,passed,365,107,dry,wet,wet for mixed beverages and beer off-premises,wet for for the sale of beer and wine for off-premises consumption,2004,Tarrant___Pantego_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Collin,Denton,NA,Prosper,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,passed,300,227,dry,wet,NA,wet for the sale of beer and wine for off-premises consumption only.,2004,Collin_Denton__Prosper_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Hunt,NA,NA,Quinlan,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,failed,89,108,dry,dry,NA,NA,2004,Hunt___Quinlan_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Rockwall,Dallas,NA,Rowlett,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,passed,2760,2059,dry,wet,NA,wet for the sale of beer and wine for off-premises consumption only.,2004,Rockwall_Dallas__Rowlett_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Rockwall,Dallas,NA,Rowlett,NA,15-May-04,legal sale of mixed beverages in restaurants by holders of food and beverage certificates only.,passed,3322,1468,dry,wet,NA,wet for the sale of mixed beverages in restaurants by holders of food and beverages certificates only.,2004,Rockwall_Dallas__Rowlett_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Henderson,NA,NA,Seven Points,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,passed,108,13,wet,wet,wet in part for the sale of all alcoholic beverages including mixed beverages,wet throughout for the sale of beer and wine for off-premises consumption only.,2004,Henderson___Seven Points_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Henderson,NA,NA,Seven Points,NA,15-May-04,legal sale of mixed beverages in restaurants by holders of food and beverage certificates only.,passed,113,9,wet,wet,wet in part for the sale of all alcoholic beverages including mixed beverages,wet throughout for the sale of mixed beverages in restaurants by holders of food and beverages certificates only,2004,Henderson___Seven Points_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Tarrant,NA,NA,White Settlement,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,passed,904,482,dry,wet,NA,wet for the sale of beer and wine for off-premises consumption only.,2004,Tarrant___White Settlement_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Tarrant,NA,NA,White Settlement,NA,15-May-04,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,923,483,dry,wet,NA,wet for the sale of mixed beverages in restaurants by food and beverage certificate holders only.,2004,Tarrant___White Settlement_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
McLennan,NA,NA,Woodway,NA,15-May-04,legal sale of beer and wine for off-premises consumption only.,passed,1129,309,wet,wet,beer for off-premises consumption only,wet throughout for the sale of beer and wine for off- premises consumption only.,2004,McLennan___Woodway_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
McLennan,NA,NA,Woodway,NA,15-May-04,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,1123,306,wet,wet,beer for off- premises consumption only,wet throughout for the sale of mixed beverages in restaurants by holders of food and beverages certificates only.,2004,McLennan___Woodway_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Hays,NA,NA,NA,Precinct 2,15-May-04,legal sale of mixed beverages in restaurants by holders of food and beverage certificates only.,passed,958,195,wet,wet,all alcoholic beverages for off-premises consumption,also wet for the sale of mixed beverages in restaurants by holders of food and beverages certificates only.,2004,Hays____Precinct 2,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Montgomery,NA,NA,NA,Precinct 4,15-May-04,legal sale of beer and wine.,passed,1557,597,wet,wet,NA,wet throughout for the sale of beer and wine.,2004,Montgomery____Precinct 4,legal sale of beer and wine,0,1,0,0,0,1,0
Montgomery,NA,NA,NA,Precinct 4,15-May-04,legal sale of mixed beverages in restaurants by holders of food and beverage certificates only.,passed,1578,554,wet,wet,NA,"wet throughout for the sale of mixed beverages in restaurants by holders of food and beverage certificates only. An election was held for Mills County on May 15, 2004, on the issue of â€œthe legal sale of all alcoholic beverages for off-premises consumption only.â€ The issue failed by a vote of 597 FOR and 792 AGAINST. Mills County was wet in part before the election for the sale of all alcoholic beverages for off-premises consumption and for the sale of beer for off-premises consumption and remains wet in part for those sales.",2004,Montgomery____Precinct 4,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Anderson,NA,NA,Palestine,NA,11-Sep-04,legal sale of beer and wine for off-premises consumption only.,passed,597,546,wet,wet,wet in part for the legal sale of beer and wine for off-premises consumption,wet throughout for such sales.,2005,Anderson___Palestine_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Anderson,NA,NA,Palestine,NA,11-Sep-04,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,611,524,dry,wet,wet in part for the legal sale of beer and wine for off-premises consumption,wet for the sale of mixed beverages in restaurants by food and beverage certificate holders only.,2005,Anderson___Palestine_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Collin,Dallas,NA,Richardson,NA,11-Sep-04,legal sale of mixed beverages in restaurants by food and beverage certificates only.,passed,3997,616,dry,wet,NA,wet for the sale of mixed beverages in restaurants by food and beverage certificates only.,2005,Collin_Dallas__Richardson_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Collin,Dallas,Denton,Carrollton,NA,11-Sep-04,legal sale of beer and wine for off-premises consumption only.,passed,6197,3173,dry,wet,NA,wet for the sale of beer and wine for off-premises consumption only,2005,Collin_Dallas_Denton_Carrollton_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Collin,Dallas,Denton,Carrollton,NA,11-Sep-04,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,6759,2595,dry,wet,NA,wet for the sale of mixed beverages in restaurants by food and beverage certificate holders only.,2005,Collin_Dallas_Denton_Carrollton_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Dallas,NA,NA,Irving,NA,11-Sep-04,legal sale of beer and wine for off-premises consumption only.,failed,6787,11618,dry,dry,NA,NA,2005,Dallas___Irving_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Dallas,Kaufman,NA,Mesquite,NA,11-Sep-04,legal sale of mixed beverages in restaurants by holders of food and beverage certificates only.,failed,1346,1645,dry,dry,NA,NA,2005,Dallas_Kaufman__Mesquite_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Dallas,Tarrant,NA,Grand Prairie,NA,11-Sep-04,legal sale of beer and wine for off-premises consumption only.,passed,4223,3004,dry,wet,NA,wet for the sale of beer and wine for off-premises consumption only,2005,Dallas_Tarrant__Grand Prairie_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
